date,region,min,max
28-Mar-20,India_Rajasthan,18,29.2
29-Mar-20,India_Rajasthan,19,31
30-Mar-20,India_Rajasthan,21,32
31-Mar-20,India_Rajasthan,22,33.4
1-Apr-20,India_Rajasthan,21.7,33
2-Apr-20,India_Rajasthan,21,33
3-Apr-20,India_Rajasthan,20,33.2
4-Apr-20,India_Rajasthan,19,34.9
5-Apr-20,India_Rajasthan,22,35
6-Apr-20,India_Rajasthan,24,37
7-Apr-20,India_Rajasthan,20,37.3
8-Apr-20,India_Rajasthan,22.8,35
9-Apr-20,India_Rajasthan,22,35.1
10-Apr-20,India_Rajasthan,23,38.5
11-Apr-20,India_Rajasthan,26,38
12-Apr-20,India_Rajasthan,23,38
13-Apr-20,India_Rajasthan,27,40
14-Apr-20,India_Rajasthan,30,40
15-Apr-20,India_Rajasthan,29,38
16-Apr-20,India_Rajasthan,29,39
17-Apr-20,India_Rajasthan,29,38
18-Apr-20,India_Rajasthan,27.5,37
19-Apr-20,India_Rajasthan,26.7,36
20-Apr-20,India_Rajasthan,23,30
21-Apr-20,India_Rajasthan,22,34.3
22-Apr-20,India_Rajasthan,25,36.6
23-Apr-20,India_Rajasthan,23,35.4
24-Apr-20,India_Rajasthan,24,37
25-Apr-20,India_Rajasthan,25,36
26-Apr-20,India_Rajasthan,24,39
27-Apr-20,India_Rajasthan,22,38.9
28-Apr-20,India_Rajasthan,24,39.4
29-Apr-20,India_Rajasthan,26,40.5
30-Apr-20,India_Rajasthan,27,40.5
1-May-20,India_Rajasthan,29,41
2-May-20,India_Rajasthan,30,42.2
3-May-20,India_Rajasthan,26,32
4-May-20,India_Rajasthan,23,32
5-May-20,India_Rajasthan,23,39.2
6-May-20,India_Rajasthan,25,41.2
7-May-20,India_Rajasthan,23,41.6
8-May-20,India_Rajasthan,28,41.8
9-May-20,India_Rajasthan,26,43
10-May-20,India_Rajasthan,30,42.6
11-May-20,India_Rajasthan,26,39
12-May-20,India_Rajasthan,24,40.1
13-May-20,India_Rajasthan,28,38.5
14-May-20,India_Rajasthan,28,40
15-May-20,India_Rajasthan,26.7,40
16-May-20,India_Rajasthan,29,40
17-May-20,India_Rajasthan,30,40.4
18-May-20,India_Rajasthan,29,40
19-May-20,India_Rajasthan,28.9,41.8
20-May-20,India_Rajasthan,29,40.3
21-May-20,India_Rajasthan,29,44
22-May-20,India_Rajasthan,29,43.4
23-May-20,India_Rajasthan,32.2,43
24-May-20,India_Rajasthan,29.4,44
25-May-20,India_Rajasthan,32.9,44
26-May-20,India_Rajasthan,32,46.2
27-May-20,India_Rajasthan,32.9,44
28-May-20,India_Rajasthan,33,43.6
29-May-20,India_Rajasthan,28,41
30-May-20,India_Rajasthan,23,35
31-May-20,India_Rajasthan,24,36
1-Jun-20,India_Rajasthan,21,37
2-Jun-20,India_Rajasthan,24,36.8
3-Jun-20,India_Rajasthan,27,38.7
4-Jun-20,India_Rajasthan,26,37.6
5-Jun-20,India_Rajasthan,25,37.6
6-Jun-20,India_Rajasthan,25,37
7-Jun-20,India_Rajasthan,26,37
8-Jun-20,India_Rajasthan,25,39
9-Jun-20,India_Rajasthan,30,40
10-Jun-20,India_Rajasthan,32,41
11-Jun-20,India_Rajasthan,29,40.1
12-Jun-20,India_Rajasthan,31,41
13-Jun-20,India_Rajasthan,33,38
14-Jun-20,India_Rajasthan,31,39
15-Jun-20,India_Rajasthan,29,42.3
16-Jun-20,India_Rajasthan,31,44
17-Jun-20,India_Rajasthan,31,44
14-Mar-20,India_Sikkim,11.2,27
15-Mar-20,India_Sikkim,10.8,26
16-Mar-20,India_Sikkim,9,28
17-Mar-20,India_Sikkim,10,26
18-Mar-20,India_Sikkim,11,27
19-Mar-20,India_Sikkim,11.2,29
20-Mar-20,India_Sikkim,8.8,23
21-Mar-20,India_Sikkim,9.6,27
22-Mar-20,India_Sikkim,10.8,21
23-Mar-20,India_Sikkim,10.6,24
24-Mar-20,India_Sikkim,10.6,30
25-Mar-20,India_Sikkim,12,29
26-Mar-20,India_Sikkim,12.2,30
27-Mar-20,India_Sikkim,14.3,31
28-Mar-20,India_Sikkim,15.2,31
29-Mar-20,India_Sikkim,14,30
30-Mar-20,India_Sikkim,13,31
31-Mar-20,India_Sikkim,14.2,31
1-Apr-20,India_Sikkim,12.4,31
2-Apr-20,India_Sikkim,12,32
3-Apr-20,India_Sikkim,12.8,30
4-Apr-20,India_Sikkim,13,31
5-Apr-20,India_Sikkim,12.6,32
6-Apr-20,India_Sikkim,13.4,31
7-Apr-20,India_Sikkim,13.4,30
8-Apr-20,India_Sikkim,14.5,30
9-Apr-20,India_Sikkim,9.8,31
10-Apr-20,India_Sikkim,13.8,26
11-Apr-20,India_Sikkim,11.8,26
12-Apr-20,India_Sikkim,13,29
13-Apr-20,India_Sikkim,14.2,31
14-Apr-20,India_Sikkim,15.6,33
15-Apr-20,India_Sikkim,16.1,27
16-Apr-20,India_Sikkim,12.8,29
17-Apr-20,India_Sikkim,14,25
18-Apr-20,India_Sikkim,13.8,23
19-Apr-20,India_Sikkim,13.3,28
20-Apr-20,India_Sikkim,13.7,27
21-Apr-20,India_Sikkim,12.6,23
22-Apr-20,India_Sikkim,11.8,25
23-Apr-20,India_Sikkim,10.9,26
24-Apr-20,India_Sikkim,12.2,24
25-Apr-20,India_Sikkim,11.8,25
26-Apr-20,India_Sikkim,13,27
27-Apr-20,India_Sikkim,13.5,26
28-Apr-20,India_Sikkim,13,26
29-Apr-20,India_Sikkim,13,27
30-Apr-20,India_Sikkim,14,29
1-May-20,India_Sikkim,14.6,29
2-May-20,India_Sikkim,14.5,28
3-May-20,India_Sikkim,13.9,25
4-May-20,India_Sikkim,15,27
5-May-20,India_Sikkim,15.2,26
6-May-20,India_Sikkim,14.7,29
7-May-20,India_Sikkim,12.4,31
8-May-20,India_Sikkim,11.2,30
9-May-20,India_Sikkim,13.3,30
10-May-20,India_Sikkim,14.4,32
11-May-20,India_Sikkim,15.4,31
12-May-20,India_Sikkim,16,30
13-May-20,India_Sikkim,14.4,25
14-May-20,India_Sikkim,15.6,27
15-May-20,India_Sikkim,16.4,28
16-May-20,India_Sikkim,16,29
17-May-20,India_Sikkim,17,29
18-May-20,India_Sikkim,17.2,32
19-May-20,India_Sikkim,16.2,31
20-May-20,India_Sikkim,15.6,29
21-May-20,India_Sikkim,18.2,26
22-May-20,India_Sikkim,17.8,25
23-May-20,India_Sikkim,16,27
24-May-20,India_Sikkim,16.6,26
25-May-20,India_Sikkim,16.4,26
26-May-20,India_Sikkim,15.5,25
27-May-20,India_Sikkim,16,23
28-May-20,India_Sikkim,15.8,30
29-May-20,India_Sikkim,14.6,27
30-May-20,India_Sikkim,15.2,29
31-May-20,India_Sikkim,15.8,30
1-Jun-20,India_Sikkim,15.7,29
2-Jun-20,India_Sikkim,16.2,31
3-Jun-20,India_Sikkim,17.8,29
4-Jun-20,India_Sikkim,16.8,29
5-Jun-20,India_Sikkim,16.7,28
6-Jun-20,India_Sikkim,16.4,29
7-Jun-20,India_Sikkim,16.7,31
8-Jun-20,India_Sikkim,17.1,32
9-Jun-20,India_Sikkim,18,33
10-Jun-20,India_Sikkim,17.4,31
11-Jun-20,India_Sikkim,17.7,32
12-Jun-20,India_Sikkim,17.7,30
13-Jun-20,India_Sikkim,19,29
14-Jun-20,India_Sikkim,17.7,33
15-Jun-20,India_Sikkim,18.8,33
16-Jun-20,India_Sikkim,18.6,34
17-Jun-20,India_Sikkim,20.6,33
14-Mar-20,India_Tamil Nadu,22.2,32.2
15-Mar-20,India_Tamil Nadu,22.8,32.2
16-Mar-20,India_Tamil Nadu,22.2,32.8
17-Mar-20,India_Tamil Nadu,23.9,33.9
18-Mar-20,India_Tamil Nadu,23.3,34.4
19-Mar-20,India_Tamil Nadu,23.8,34.4
20-Mar-20,India_Tamil Nadu,22.8,35.6
21-Mar-20,India_Tamil Nadu,22.2,33.3
22-Mar-20,India_Tamil Nadu,23.3,33.9
23-Mar-20,India_Tamil Nadu,23.8,33.9
24-Mar-20,India_Tamil Nadu,23.6,34.4
25-Mar-20,India_Tamil Nadu,23.2,34.4
26-Mar-20,India_Tamil Nadu,23.6,33.3
27-Mar-20,India_Tamil Nadu,24.2,35.6
28-Mar-20,India_Tamil Nadu,23.8,35.6
29-Mar-20,India_Tamil Nadu,23.6,36.1
30-Mar-20,India_Tamil Nadu,24.4,34.4
31-Mar-20,India_Tamil Nadu,24.4,35.6
1-Apr-20,India_Tamil Nadu,24.2,36.1
2-Apr-20,India_Tamil Nadu,24.4,36.1
3-Apr-20,India_Tamil Nadu,23.8,34.4
4-Apr-20,India_Tamil Nadu,23.6,32.2
5-Apr-20,India_Tamil Nadu,23.6,35.6
6-Apr-20,India_Tamil Nadu,24.6,33.9
7-Apr-20,India_Tamil Nadu,25.2,35
8-Apr-20,India_Tamil Nadu,23.9,34.4
9-Apr-20,India_Tamil Nadu,23.3,35
10-Apr-20,India_Tamil Nadu,22.2,35
11-Apr-20,India_Tamil Nadu,25,35.6
12-Apr-20,India_Tamil Nadu,25.6,36.7
13-Apr-20,India_Tamil Nadu,25.6,36.7
14-Apr-20,India_Tamil Nadu,25.2,37.2
15-Apr-20,India_Tamil Nadu,25.6,37.2
16-Apr-20,India_Tamil Nadu,24.8,37.2
17-Apr-20,India_Tamil Nadu,24.8,37.8
18-Apr-20,India_Tamil Nadu,19.8,38.3
19-Apr-20,India_Tamil Nadu,20.8,37.9
20-Apr-20,India_Tamil Nadu,20.8,38.3
21-Apr-20,India_Tamil Nadu,19.8,40.3
22-Apr-20,India_Tamil Nadu,21.8,39.3
23-Apr-20,India_Tamil Nadu,25,40.5
24-Apr-20,India_Tamil Nadu,20.8,39.4
25-Apr-20,India_Tamil Nadu,21.8,40.3
26-Apr-20,India_Tamil Nadu,21.8,38.3
27-Apr-20,India_Tamil Nadu,18.8,39.3
28-Apr-20,India_Tamil Nadu,19.8,37.3
29-Apr-20,India_Tamil Nadu,18.8,37.3
30-Apr-20,India_Tamil Nadu,21.8,40.3
1-May-20,India_Tamil Nadu,17.8,39.3
2-May-20,India_Tamil Nadu,19.8,37.5
3-May-20,India_Tamil Nadu,21.8,42.3
4-May-20,India_Tamil Nadu,22.8,42.1
5-May-20,India_Tamil Nadu,20.8,40.5
6-May-20,India_Tamil Nadu,20.8,41.3
7-May-20,India_Tamil Nadu,21.8,36.6
8-May-20,India_Tamil Nadu,20.8,38.3
9-May-20,India_Tamil Nadu,18.8,41.3
10-May-20,India_Tamil Nadu,20.8,36.2
11-May-20,India_Tamil Nadu,18.8,37.6
12-May-20,India_Tamil Nadu,20.8,39.3
13-May-20,India_Tamil Nadu,19.8,37.8
14-May-20,India_Tamil Nadu,21.8,38.5
15-May-20,India_Tamil Nadu,21.8,39.6
16-May-20,India_Tamil Nadu,20.8,38.2
17-May-20,India_Tamil Nadu,20.8,37.3
18-May-20,India_Tamil Nadu,20.8,39.3
19-May-20,India_Tamil Nadu,21.8,41.3
20-May-20,India_Tamil Nadu,24.8,42.3
21-May-20,India_Tamil Nadu,27.6,40
22-May-20,India_Tamil Nadu,26.7,40.6
23-May-20,India_Tamil Nadu,30,41.1
24-May-20,India_Tamil Nadu,30,40.6
25-May-20,India_Tamil Nadu,29.4,40.6
26-May-20,India_Tamil Nadu,29.4,40.8
27-May-20,India_Tamil Nadu,30,40.6
28-May-20,India_Tamil Nadu,28.6,40
29-May-20,India_Tamil Nadu,28.8,39.8
30-May-20,India_Tamil Nadu,27.2,38.8
31-May-20,India_Tamil Nadu,22.2,36.7
1-Jun-20,India_Tamil Nadu,22.2,35.6
2-Jun-20,India_Tamil Nadu,22.2,34.6
3-Jun-20,India_Tamil Nadu,24.4,35.6
4-Jun-20,India_Tamil Nadu,24.4,35.6
5-Jun-20,India_Tamil Nadu,23.9,36.8
6-Jun-20,India_Tamil Nadu,25.6,35.6
7-Jun-20,India_Tamil Nadu,25.6,35
8-Jun-20,India_Tamil Nadu,26.1,35.6
9-Jun-20,India_Tamil Nadu,26.1,37.2
10-Jun-20,India_Tamil Nadu,23.3,37.6
11-Jun-20,India_Tamil Nadu,23.3,32.2
12-Jun-20,India_Tamil Nadu,22.6,31.6
13-Jun-20,India_Tamil Nadu,23.3,31.8
14-Jun-20,India_Tamil Nadu,23.9,32.2
15-Jun-20,India_Tamil Nadu,25,31.7
16-Jun-20,India_Tamil Nadu,23.9,30
17-Jun-20,India_Tamil Nadu,23.3,29.4
14-Mar-20,India_Telangana,24,36
15-Mar-20,India_Telangana,25,35
16-Mar-20,India_Telangana,25,37
17-Mar-20,India_Telangana,25,37
18-Mar-20,India_Telangana,25,36
19-Mar-20,India_Telangana,25,37
20-Mar-20,India_Telangana,25,39
21-Mar-20,India_Telangana,25,38
22-Mar-20,India_Telangana,27,37
23-Mar-20,India_Telangana,26,38
24-Mar-20,India_Telangana,25,37
25-Mar-20,India_Telangana,25,37
26-Mar-20,India_Telangana,24.9,37
27-Mar-20,India_Telangana,23.2,38
28-Mar-20,India_Telangana,25,37
29-Mar-20,India_Telangana,22.4,38
30-Mar-20,India_Telangana,23,37.8
31-Mar-20,India_Telangana,22.1,37
1-Apr-20,India_Telangana,22,39
2-Apr-20,India_Telangana,24.4,38
3-Apr-20,India_Telangana,25,38
4-Apr-20,India_Telangana,24,38
5-Apr-20,India_Telangana,28,38
6-Apr-20,India_Telangana,25.8,40
7-Apr-20,India_Telangana,28.2,38
8-Apr-20,India_Telangana,26.8,38
9-Apr-20,India_Telangana,26,38
10-Apr-20,India_Telangana,24,36
11-Apr-20,India_Telangana,25.3,36.6
12-Apr-20,India_Telangana,25.9,38
13-Apr-20,India_Telangana,25.8,38
14-Apr-20,India_Telangana,25.1,38
15-Apr-20,India_Telangana,27,38
16-Apr-20,India_Telangana,26.7,40
17-Apr-20,India_Telangana,27.7,39
18-Apr-20,India_Telangana,28,39
19-Apr-20,India_Telangana,27.8,39
20-Apr-20,India_Telangana,28,38
21-Apr-20,India_Telangana,26.2,39
22-Apr-20,India_Telangana,28,40
23-Apr-20,India_Telangana,27,40
24-Apr-20,India_Telangana,28.8,39
25-Apr-20,India_Telangana,29,40
26-Apr-20,India_Telangana,26,36
27-Apr-20,India_Telangana,26,38.1
28-Apr-20,India_Telangana,27,39
29-Apr-20,India_Telangana,26.4,37
30-Apr-20,India_Telangana,27.5,37
1-May-20,India_Telangana,26,39
2-May-20,India_Telangana,28,40
3-May-20,India_Telangana,29,40
4-May-20,India_Telangana,28,39.8
5-May-20,India_Telangana,27.4,38.6
6-May-20,India_Telangana,28.4,40
7-May-20,India_Telangana,29,40
8-May-20,India_Telangana,28.9,40
9-May-20,India_Telangana,28,40
10-May-20,India_Telangana,29,39.1
11-May-20,India_Telangana,28.5,40
12-May-20,India_Telangana,29,36
13-May-20,India_Telangana,26,38.3
14-May-20,India_Telangana,28,40
15-May-20,India_Telangana,28.9,40
16-May-20,India_Telangana,28.6,39.4
17-May-20,India_Telangana,25,41
18-May-20,India_Telangana,25,34
19-May-20,India_Telangana,27.4,38
20-May-20,India_Telangana,27.1,41
21-May-20,India_Telangana,29,41
22-May-20,India_Telangana,28.7,38.6
23-May-20,India_Telangana,28.5,41
24-May-20,India_Telangana,28.9,41
25-May-20,India_Telangana,26,41
26-May-20,India_Telangana,28.7,41
27-May-20,India_Telangana,29.2,39
28-May-20,India_Telangana,28,40
29-May-20,India_Telangana,26,38
30-May-20,India_Telangana,28.6,37
31-May-20,India_Telangana,28,39
1-Jun-20,India_Telangana,25,39
2-Jun-20,India_Telangana,26,38
3-Jun-20,India_Telangana,26,39
4-Jun-20,India_Telangana,27.5,38
5-Jun-20,India_Telangana,28,39
6-Jun-20,India_Telangana,25,38
7-Jun-20,India_Telangana,26,37
8-Jun-20,India_Telangana,28,37
9-Jun-20,India_Telangana,28,38
10-Jun-20,India_Telangana,26.9,37
11-Jun-20,India_Telangana,27.5,35
12-Jun-20,India_Telangana,28,36
13-Jun-20,India_Telangana,27,38
14-Jun-20,India_Telangana,27.5,39
15-Jun-20,India_Telangana,29,39
16-Jun-20,India_Telangana,28.1,40
17-Jun-20,India_Telangana,27.5,40
14-Mar-20,India_Tripura,20.2,32.6
15-Mar-20,India_Tripura,18.6,33
16-Mar-20,India_Tripura,19,32
17-Mar-20,India_Tripura,19,31
18-Mar-20,India_Tripura,18.2,33
19-Mar-20,India_Tripura,18.4,32
20-Mar-20,India_Tripura,20,33
21-Mar-20,India_Tripura,20,33.4
22-Mar-20,India_Tripura,20,31
23-Mar-20,India_Tripura,18.2,30.6
24-Mar-20,India_Tripura,18.4,33
25-Mar-20,India_Tripura,19,34
26-Mar-20,India_Tripura,19,35
27-Mar-20,India_Tripura,21.4,37
28-Mar-20,India_Tripura,21,37
29-Mar-20,India_Tripura,22.4,36
30-Mar-20,India_Tripura,20.4,35
31-Mar-20,India_Tripura,17.8,35.2
1-Apr-20,India_Tripura,17.4,36
2-Apr-20,India_Tripura,23.9,37
3-Apr-20,India_Tripura,22.4,36.2
4-Apr-20,India_Tripura,20.8,36
5-Apr-20,India_Tripura,22.4,36
6-Apr-20,India_Tripura,22,37
7-Apr-20,India_Tripura,24,37.4
8-Apr-20,India_Tripura,25,30.2
9-Apr-20,India_Tripura,24.6,36.4
10-Apr-20,India_Tripura,23.2,39
11-Apr-20,India_Tripura,22.6,37.4
12-Apr-20,India_Tripura,19.2,30
13-Apr-20,India_Tripura,19.6,35
14-Apr-20,India_Tripura,24.2,36.6
15-Apr-20,India_Tripura,21.9,34.4
16-Apr-20,India_Tripura,20,34
17-Apr-20,India_Tripura,21.2,30
18-Apr-20,India_Tripura,22.3,34.8
19-Apr-20,India_Tripura,21.6,35.2
20-Apr-20,India_Tripura,20.7,29.8
21-Apr-20,India_Tripura,22.8,32
22-Apr-20,India_Tripura,23.5,33.6
23-Apr-20,India_Tripura,16.8,33
24-Apr-20,India_Tripura,21.2,30
25-Apr-20,India_Tripura,20.4,31
26-Apr-20,India_Tripura,21.3,28
27-Apr-20,India_Tripura,20.2,33.6
28-Apr-20,India_Tripura,22,31.2
29-Apr-20,India_Tripura,21.8,33
30-Apr-20,India_Tripura,22.4,31.2
01-May-20,India_Tripura,23,31.4
02-May-20,India_Tripura,23.9,32.2
03-May-20,India_Tripura,22.6,31
04-May-20,India_Tripura,22.8,34.4
05-May-20,India_Tripura,22,36
06-May-20,India_Tripura,23.2,28.6
07-May-20,India_Tripura,21.9,33
08-May-20,India_Tripura,21,32.8
09-May-20,India_Tripura,24,36
10-May-20,India_Tripura,25.8,35
11-May-20,India_Tripura,25.4,36.6
12-May-20,India_Tripura,25.6,37
13-May-20,India_Tripura,25.8,33
14-May-20,India_Tripura,24.8,36.2
15-May-20,India_Tripura,24.7,34
16-May-20,India_Tripura,23.6,33.8
17-May-20,India_Tripura,24.8,36.6
18-May-20,India_Tripura,27.2,37
19-May-20,India_Tripura,26.3,34
20-May-20,India_Tripura,24.8,29
21-May-20,India_Tripura,24.8,29.4
22-May-20,India_Tripura,25.6,32.4
23-May-20,India_Tripura,27.4,35.8
24-May-20,India_Tripura,27.2,35
25-May-20,India_Tripura,27.8,33
26-May-20,India_Tripura,27.8,34
27-May-20,India_Tripura,21,26.3
28-May-20,India_Tripura,21.4,32.6
29-May-20,India_Tripura,24,30
30-May-20,India_Tripura,22.2,30
31-May-20,India_Tripura,25.4,32
01-Jun-20,India_Tripura,25.6,35
02-Jun-20,India_Tripura,26.1,36
03-Jun-20,India_Tripura,25.4,35
04-Jun-20,India_Tripura,25.7,29
05-Jun-20,India_Tripura,23.8,34.2
06-Jun-20,India_Tripura,25,34
07-Jun-20,India_Tripura,26,33.2
08-Jun-20,India_Tripura,23,29.6
09-Jun-20,India_Tripura,25.6,35
10-Jun-20,India_Tripura,25,33
11-Jun-20,India_Tripura,26,34
12-Jun-20,India_Tripura,26,32
13-Jun-20,India_Tripura,25.8,28.4
14-Jun-20,India_Tripura,26,35
15-Jun-20,India_Tripura,26.4,34
16-Jun-20,India_Tripura,26,33
17-Jun-20,India_Tripura,25.8,29
14-Mar-20,India_Uttar Pradesh,15.6,25.5
15-Mar-20,India_Uttar Pradesh,15.8,25.1
16-Mar-20,India_Uttar Pradesh,16,25
17-Mar-20,India_Uttar Pradesh,15,28
18-Mar-20,India_Uttar Pradesh,16,28
19-Mar-20,India_Uttar Pradesh,16,29
20-Mar-20,India_Uttar Pradesh,17,31
21-Mar-20,India_Uttar Pradesh,19.8,30.3
22-Mar-20,India_Uttar Pradesh,18,31
23-Mar-20,India_Uttar Pradesh,18.8,31
24-Mar-20,India_Uttar Pradesh,19,32
25-Mar-20,India_Uttar Pradesh,21,33
26-Mar-20,India_Uttar Pradesh,22.2,33.6
27-Mar-20,India_Uttar Pradesh,20,25
28-Mar-20,India_Uttar Pradesh,18,31.5
29-Mar-20,India_Uttar Pradesh,18,31.7
30-Mar-20,India_Uttar Pradesh,17,33.5
31-Mar-20,India_Uttar Pradesh,19.2,32
1-Apr-20,India_Uttar Pradesh,22.4,36.6
2-Apr-20,India_Uttar Pradesh,21.4,34.5
3-Apr-20,India_Uttar Pradesh,17,32.8
4-Apr-20,India_Uttar Pradesh,18.5,33.9
5-Apr-20,India_Uttar Pradesh,19,35
6-Apr-20,India_Uttar Pradesh,19,36.7
7-Apr-20,India_Uttar Pradesh,22.6,37.8
8-Apr-20,India_Uttar Pradesh,23,36.3
9-Apr-20,India_Uttar Pradesh,21.8,32.4
10-Apr-20,India_Uttar Pradesh,20,35.7
11-Apr-20,India_Uttar Pradesh,20,37.5
12-Apr-20,India_Uttar Pradesh,22,37.4
13-Apr-20,India_Uttar Pradesh,21,38.2
14-Apr-20,India_Uttar Pradesh,24,39
15-Apr-20,India_Uttar Pradesh,25,41.7
16-Apr-20,India_Uttar Pradesh,24.4,37
17-Apr-20,India_Uttar Pradesh,25,37.9
18-Apr-20,India_Uttar Pradesh,25.2,37.7
19-Apr-20,India_Uttar Pradesh,24.4,36.6
20-Apr-20,India_Uttar Pradesh,24,35
21-Apr-20,India_Uttar Pradesh,22,34.2
22-Apr-20,India_Uttar Pradesh,22.8,35
23-Apr-20,India_Uttar Pradesh,23,35.5
24-Apr-20,India_Uttar Pradesh,24.2,35
25-Apr-20,India_Uttar Pradesh,24,35
26-Apr-20,India_Uttar Pradesh,20,32.5
27-Apr-20,India_Uttar Pradesh,21.8,30
28-Apr-20,India_Uttar Pradesh,21.4,34.3
29-Apr-20,India_Uttar Pradesh,23,35.2
30-Apr-20,India_Uttar Pradesh,24,37.9
1-May-20,India_Uttar Pradesh,23,34
2-May-20,India_Uttar Pradesh,23,36.8
3-May-20,India_Uttar Pradesh,27,32
4-May-20,India_Uttar Pradesh,26.4,33
5-May-20,India_Uttar Pradesh,19,33
6-May-20,India_Uttar Pradesh,20,36
7-May-20,India_Uttar Pradesh,21.4,33.3
8-May-20,India_Uttar Pradesh,24,35.8
9-May-20,India_Uttar Pradesh,25,41
10-May-20,India_Uttar Pradesh,21,38.7
11-May-20,India_Uttar Pradesh,22,34
12-May-20,India_Uttar Pradesh,25.9,39.7
13-May-20,India_Uttar Pradesh,25,39.3
14-May-20,India_Uttar Pradesh,25,41.8
15-May-20,India_Uttar Pradesh,26.8,42
16-May-20,India_Uttar Pradesh,27.4,39.5
17-May-20,India_Uttar Pradesh,24,40
18-May-20,India_Uttar Pradesh,26,42.2
19-May-20,India_Uttar Pradesh,27.9,42.4
20-May-20,India_Uttar Pradesh,25,41.1
21-May-20,India_Uttar Pradesh,26.4,37
22-May-20,India_Uttar Pradesh,25,42.4
23-May-20,India_Uttar Pradesh,28.4,39
24-May-20,India_Uttar Pradesh,29,43.5
25-May-20,India_Uttar Pradesh,28,44.6
26-May-20,India_Uttar Pradesh,29.6,45.5
27-May-20,India_Uttar Pradesh,29,43.7
28-May-20,India_Uttar Pradesh,26.8,39
29-May-20,India_Uttar Pradesh,25.8,35.5
30-May-20,India_Uttar Pradesh,23,35.5
31-May-20,India_Uttar Pradesh,23,33.4
1-Jun-20,India_Uttar Pradesh,25.4,37
2-Jun-20,India_Uttar Pradesh,28,35.8
3-Jun-20,India_Uttar Pradesh,31,36.4
4-Jun-20,India_Uttar Pradesh,25.8,31.4
5-Jun-20,India_Uttar Pradesh,22,27
6-Jun-20,India_Uttar Pradesh,22.6,35.8
7-Jun-20,India_Uttar Pradesh,26,36.3
8-Jun-20,India_Uttar Pradesh,27,38
9-Jun-20,India_Uttar Pradesh,26.8,40.7
10-Jun-20,India_Uttar Pradesh,31.2,36.1
11-Jun-20,India_Uttar Pradesh,30,41.9
12-Jun-20,India_Uttar Pradesh,30,39
13-Jun-20,India_Uttar Pradesh,30,37.4
14-Jun-20,India_Uttar Pradesh,30,38.3
15-Jun-20,India_Uttar Pradesh,29.2,36.2
16-Jun-20,India_Uttar Pradesh,27,38.1
17-Jun-20,India_Uttar Pradesh,27,40.6
14-Mar-20,India_Uttarakhand,9.8,23
15-Mar-20,India_Uttarakhand,10.8,23.8
16-Mar-20,India_Uttarakhand,10.5,25.6
17-Mar-20,India_Uttarakhand,9.9,26.8
18-Mar-20,India_Uttarakhand,12.1,27.7
19-Mar-20,India_Uttarakhand,11.8,27.5
20-Mar-20,India_Uttarakhand,12.2,28.2
21-Mar-20,India_Uttarakhand,13,29.1
22-Mar-20,India_Uttarakhand,12.7,29.3
23-Mar-20,India_Uttarakhand,13.6,28.2
24-Mar-20,India_Uttarakhand,15.4,29
25-Mar-20,India_Uttarakhand,14.6,29.5
26-Mar-20,India_Uttarakhand,16.3,29.7
27-Mar-20,India_Uttarakhand,15.6,29
28-Mar-20,India_Uttarakhand,13.6,26
29-Mar-20,India_Uttarakhand,12.9,28
30-Mar-20,India_Uttarakhand,12.7,28.9
31-Mar-20,India_Uttarakhand,13.5,29
1-Apr-20,India_Uttarakhand,19,30.1
2-Apr-20,India_Uttarakhand,15.6,30.8
3-Apr-20,India_Uttarakhand,12.1,29
4-Apr-20,India_Uttarakhand,13.1,29.5
5-Apr-20,India_Uttarakhand,13.6,30.1
6-Apr-20,India_Uttarakhand,14.5,32.6
7-Apr-20,India_Uttarakhand,14.5,31.6
8-Apr-20,India_Uttarakhand,15.5,30
9-Apr-20,India_Uttarakhand,14.6,29.6
10-Apr-20,India_Uttarakhand,15.1,31
11-Apr-20,India_Uttarakhand,16,32.6
12-Apr-20,India_Uttarakhand,16.6,33.7
13-Apr-20,India_Uttarakhand,18,34.2
14-Apr-20,India_Uttarakhand,18.8,35
15-Apr-20,India_Uttarakhand,21.2,35.1
16-Apr-20,India_Uttarakhand,20.2,35.6
17-Apr-20,India_Uttarakhand,20.2,35
18-Apr-20,India_Uttarakhand,21,33.6
19-Apr-20,India_Uttarakhand,16.9,34
20-Apr-20,India_Uttarakhand,17.1,32.5
21-Apr-20,India_Uttarakhand,15.7,30.6
22-Apr-20,India_Uttarakhand,15.7,31
23-Apr-20,India_Uttarakhand,17,32
24-Apr-20,India_Uttarakhand,16.6,32.8
25-Apr-20,India_Uttarakhand,17.8,33.3
26-Apr-20,India_Uttarakhand,16.6,33.2
27-Apr-20,India_Uttarakhand,16,26.6
28-Apr-20,India_Uttarakhand,14.7,30
29-Apr-20,India_Uttarakhand,17.9,31.2
30-Apr-20,India_Uttarakhand,20.2,30.8
1-May-20,India_Uttarakhand,17.5,31.8
2-May-20,India_Uttarakhand,19.9,31.4
3-May-20,India_Uttarakhand,19.3,32
4-May-20,India_Uttarakhand,17.4,32.4
5-May-20,India_Uttarakhand,19,31.7
6-May-20,India_Uttarakhand,19,31.7
7-May-20,India_Uttarakhand,15.6,30.8
8-May-20,India_Uttarakhand,17.1,30.8
9-May-20,India_Uttarakhand,19.3,32.7
10-May-20,India_Uttarakhand,19.4,33.1
11-May-20,India_Uttarakhand,16.2,31.6
