,date,region,min,max
11,2020-06-29,India_Manipur,20.4,22.6
12,2020-06-30,India_Manipur,20.6,23.9
13,2020-07-01,India_Manipur,20.7,27.5
14,2020-07-02,India_Manipur,21.1,29.3
15,2020-07-03,India_Manipur,22.1,27.8
0,2020-06-18,India_Meghalaya,25.2,29.4
1,2020-06-19,India_Meghalaya,24.3,33.9
2,2020-06-20,India_Meghalaya,25.1,35.4
3,2020-06-21,India_Meghalaya,25.2,35.6
4,2020-06-22,India_Meghalaya,25.4,34.8
5,2020-06-23,India_Meghalaya,25.7,32.7
6,2020-06-24,India_Meghalaya,25.5,33.8
7,2020-06-25,India_Meghalaya,23.5,32.4
8,2020-06-26,India_Meghalaya,24.8,32.1
9,2020-06-27,India_Meghalaya,25.2,32.9
10,2020-06-28,India_Meghalaya,24.1,26.9
11,2020-06-29,India_Meghalaya,24.4,28.0
12,2020-06-30,India_Meghalaya,24.6,30.9
13,2020-07-01,India_Meghalaya,24.7,30.9
14,2020-07-02,India_Meghalaya,23.9,29.5
15,2020-07-03,India_Meghalaya,23.6,25.8
0,2020-06-18,India_Mizoram,21.1,27.4
1,2020-06-19,India_Mizoram,20.8,31.3
2,2020-06-20,India_Mizoram,21.1,32.4
3,2020-06-21,India_Mizoram,21.4,32.0
4,2020-06-22,India_Mizoram,21.8,32.8
5,2020-06-23,India_Mizoram,21.7,29.4
6,2020-06-24,India_Mizoram,21.6,30.0
7,2020-06-25,India_Mizoram,21.8,27.0
8,2020-06-26,India_Mizoram,21.8,31.7
9,2020-06-27,India_Mizoram,22.1,33.4
10,2020-06-28,India_Mizoram,21.9,26.9
11,2020-06-29,India_Mizoram,21.4,25.4
12,2020-06-30,India_Mizoram,21.3,28.4
13,2020-07-01,India_Mizoram,21.1,25.2
14,2020-07-02,India_Mizoram,21.6,28.7
15,2020-07-03,India_Mizoram,22.4,29.1
0,2020-06-18,India_Nagaland,20.1,25.6
1,2020-06-19,India_Nagaland,20.0,27.1
2,2020-06-20,India_Nagaland,20.2,26.2
3,2020-06-21,India_Nagaland,20.1,25.1
4,2020-06-22,India_Nagaland,20.1,25.6
5,2020-06-23,India_Nagaland,19.7,27.3
6,2020-06-24,India_Nagaland,19.7,24.7
7,2020-06-25,India_Nagaland,19.6,27.9
8,2020-06-26,India_Nagaland,19.7,28.4
9,2020-06-27,India_Nagaland,19.6,28.4
10,2020-06-28,India_Nagaland,20.4,27.1
11,2020-06-29,India_Nagaland,19.4,21.7
12,2020-06-30,India_Nagaland,19.9,22.6
13,2020-07-01,India_Nagaland,19.8,25.1
14,2020-07-02,India_Nagaland,20.4,27.3
15,2020-07-03,India_Nagaland,21.1,26.1
0,2020-06-18,India_Odisha,24.4,33.5
1,2020-06-19,India_Odisha,25.2,33.2
2,2020-06-20,India_Odisha,25.8,32.6
3,2020-06-21,India_Odisha,24.6,33.8
4,2020-06-22,India_Odisha,25.8,32.3
5,2020-06-23,India_Odisha,25.9,35.2
6,2020-06-24,India_Odisha,25.4,35.3
7,2020-06-25,India_Odisha,25.8,35.0
8,2020-06-26,India_Odisha,25.8,34.5
9,2020-06-27,India_Odisha,25.1,34.6
10,2020-06-28,India_Odisha,25.9,35.5
11,2020-06-29,India_Odisha,25.6,32.6
12,2020-06-30,India_Odisha,25.6,33.9
13,2020-07-01,India_Odisha,24.9,33.0
14,2020-07-02,India_Odisha,24.8,27.0
15,2020-07-03,India_Odisha,24.9,29.4
0,2020-06-18,India_Puducherry,29.4,45.4
1,2020-06-19,India_Puducherry,30.2,44.6
2,2020-06-20,India_Puducherry,31.1,45.7
3,2020-06-21,India_Puducherry,30.5,45.0
4,2020-06-22,India_Puducherry,31.2,45.1
5,2020-06-23,India_Puducherry,33.5,47.2
6,2020-06-24,India_Puducherry,31.0,46.3
7,2020-06-25,India_Puducherry,26.3,43.2
8,2020-06-26,India_Puducherry,26.2,39.5
9,2020-06-27,India_Puducherry,26.2,38.1
10,2020-06-28,India_Puducherry,26.6,38.0
11,2020-06-29,India_Puducherry,29.1,39.1
12,2020-06-30,India_Puducherry,27.1,38.3
13,2020-07-01,India_Puducherry,26.6,36.3
14,2020-07-02,India_Puducherry,26.1,37.5
15,2020-07-03,India_Puducherry,26.1,34.9
0,2020-06-18,India_Punjab,29.7,37.3
1,2020-06-19,India_Punjab,28.5,38.4
2,2020-06-20,India_Punjab,24.9,38.3
3,2020-06-21,India_Punjab,24.9,30.3
4,2020-06-22,India_Punjab,24.7,30.6
5,2020-06-23,India_Punjab,26.1,32.7
6,2020-06-24,India_Punjab,26.7,35.4
7,2020-06-25,India_Punjab,28.2,33.4
8,2020-06-26,India_Punjab,27.9,31.9
9,2020-06-27,India_Punjab,26.6,31.6
10,2020-06-28,India_Punjab,27.6,32.9
11,2020-06-29,India_Punjab,25.9,30.9
12,2020-06-30,India_Punjab,25.8,34.3
13,2020-07-01,India_Punjab,25.4,31.7
14,2020-07-02,India_Punjab,26.4,34.8
15,2020-07-03,India_Punjab,28.1,36.5
0,2020-06-18,India_Rajasthan,31.9,43.6
1,2020-06-19,India_Rajasthan,31.8,42.6
2,2020-06-20,India_Rajasthan,32.0,40.7
3,2020-06-21,India_Rajasthan,31.7,40.6
4,2020-06-22,India_Rajasthan,31.4,41.0
5,2020-06-23,India_Rajasthan,32.3,42.0
6,2020-06-24,India_Rajasthan,31.2,42.5
7,2020-06-25,India_Rajasthan,31.2,42.1
8,2020-06-26,India_Rajasthan,32.3,41.4
9,2020-06-27,India_Rajasthan,32.4,42.0
10,2020-06-28,India_Rajasthan,30.6,42.5
11,2020-06-29,India_Rajasthan,28.9,42.0
12,2020-06-30,India_Rajasthan,30.9,38.9
13,2020-07-01,India_Rajasthan,31.0,39.3
14,2020-07-02,India_Rajasthan,31.3,40.9
15,2020-07-03,India_Rajasthan,31.3,40.4
